archivo,columna,tipo,unidad,rango_o_valores,valores_perdidos,procedencia,descripcion
datos_procesados/encuesta_clientes_limpia.csv,purchase_difficulty,texto/categórico,no aplica,Demora o error en el registro o pago | Falta de disponibilidad | No compro | No he tenido dificultades | Otra dificultad | Precio poco claro o diferente,0 de 70,Generado por scripts/run_all.py desde datos_crudos/encuesta_clientes_anonimizada.csv,Respuesta sobre dificultades experimentadas al comprar productos dentro del gimnasio.
datos_procesados/encuesta_clientes_limpia.csv,improve_first,texto/categórico,no aplica,Atención al cliente | Comunicación y avisos | Inventario y ventas | Membresías | Pagos | Rutinas,0 de 70,Generado por scripts/run_all.py desde datos_crudos/encuesta_clientes_anonimizada.csv,Aspecto que la persona considera prioritario mejorar.
datos_procesados/encuesta_clientes_limpia.csv,privacy_importance,texto/categórico,no aplica,Importante | Moderadamente importante | Muy importante | Nada importante | Poco importante,0 de 70,Generado por scripts/run_all.py desde datos_crudos/encuesta_clientes_anonimizada.csv,Ítem ordinal general sobre privacidad; no mide explicabilidad.
datos_procesados/encuesta_clientes_limpia.csv,comment,texto/categórico,no aplica,texto libre o identificador; 40 valores distintos observados,28 de 70,Generado por scripts/run_all.py desde datos_crudos/encuesta_clientes_anonimizada.csv,Comentario abierto opcional sobre la experiencia en el gimnasio.
datos_procesados/encuesta_clientes_limpia.csv,change_experience,texto/categórico,no aplica,texto libre o identificador; 57 valores distintos observados,0 de 70,Generado por scripts/run_all.py desde datos_crudos/encuesta_clientes_anonimizada.csv,"Cambio propuesto por la persona para facilitar membresía, pagos o registro de asistencia."
datos_procesados/encuesta_clientes_limpia.csv,future_function,texto/categórico,no aplica,texto libre o identificador; 42 valores distintos observados,28 de 70,Generado por scripts/run_all.py desde datos_crudos/encuesta_clientes_anonimizada.csv,Función adicional que la persona participante desea encontrar en el futuro sistema.
datos_procesados/encuesta_clientes_limpia.csv,participant_name,texto/categórico,no aplica,sin valores observados,70 de 70,Generado por scripts/run_all.py desde datos_crudos/encuesta_clientes_anonimizada.csv,Columna directa de identificación conservada vacía en el conjunto público.
datos_procesados/encuesta_clientes_limpia.csv,col21,texto/categórico,no aplica,sin valores observados,70 de 70,Generado por scripts/run_all.py desde datos_crudos/encuesta_clientes_anonimizada.csv,Columna final sin contenido en el cuestionario público.
datos_procesados/fragmentos_explicabilidad_desde_codificacion.csv,ID_Registro,texto/categórico,no aplica,WALK-NTEC-01-F008 | WALK-NTEC-03-F003 | WALK-TEC-01-F003 | WALK-TEC-01-F014 | WALK-TEC-02-F006 | WALK-TEC-02-F007 | WALK-TEC-02-F008 | WALK-TEC-02-F009 | WALK-TEC-03-F014,0 de 9,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Identificador único del fragmento codificado dentro del corpus de walkthroughs.
datos_procesados/fragmentos_explicabilidad_desde_codificacion.csv,Codigo_Sesion,texto/categórico,no aplica,WALK-NTEC-01 | WALK-NTEC-03 | WALK-TEC-01 | WALK-TEC-02 | WALK-TEC-03,0 de 9,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Identificador estable y seudonimizado de la sesión empírica.
datos_procesados/fragmentos_explicabilidad_desde_codificacion.csv,Perfil,texto/categórico,no aplica,No tecnico | Tecnico,0 de 9,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Agrupación descriptiva técnica o no técnica usada en walkthroughs.
datos_procesados/fragmentos_explicabilidad_desde_codificacion.csv,Rol_Contexto,texto/categórico,no aplica,Dueno del gimnasio | Ingenieria de software | Ingenieria de software y bases de datos | Instructor/entrenador,0 de 9,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Rol funcional o contexto profesional de la persona participante en la sesión WALK.
datos_procesados/fragmentos_explicabilidad_desde_codificacion.csv,Fuente,texto/categórico,no aplica,WALK-NTEC-01_Transcripcion_Anonimizada.txt | WALK-NTEC-03_Transcripcion_Anonimizada.txt | WALK-TEC-01_Transcripcion_Anonimizada.txt | WALK-TEC-02_Transcripcion_Anonimizada.txt | WALK-TEC-03_Transcripcion_Anonimizada.txt,0 de 9,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Archivo de transcripción anonimizada del que procede el fragmento codificado.
datos_procesados/fragmentos_explicabilidad_desde_codificacion.csv,Timestamp,fecha/fecha-hora,no aplica,10:23-11:28 | 12:33-13:05 | 13:43-15:01 | 15:07-15:52 | 15:58-16:23 | 16:21-17:13 | 16:30-16:56 | 21:33-21:48 | 34:20-35:10,0 de 9,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,"Marca temporal de la respuesta o posición temporal del fragmento, según el archivo."
datos_procesados/fragmentos_explicabilidad_desde_codificacion.csv,Fragmento,texto/categórico,no aplica,texto libre o identificador; 9 valores distintos observados,0 de 9,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Unidad textual codificada procedente de la transcripción pública anonimizada.
datos_procesados/fragmentos_explicabilidad_desde_codificacion.csv,Codigo,texto/categórico,no aplica,RUT_CONSULTA_CLIENTE | RUT_CONSULTA_HISTORIAL | RUT_GUIA_INICIAL | RUT_JUSTIFICACION_OBJETIVO | RUT_LOGICA_ASIGNACION | RUT_OBJETIVOS_SALUD | RUT_ORIGEN_PROFESIONAL | RUT_PERSONALIZADA | RUT_VALIDACION_ENTRENADOR,0 de 9,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Código abierto asignado inicialmente al significado observado en el fragmento.
datos_procesados/fragmentos_explicabilidad_desde_codificacion.csv,Codigo_Normalizado,texto/categórico,no aplica,RUT_CONSULTA_HISTORIAL | RUT_GUIA_EXPLICATIVA | RUT_OBJETIVO_CONTEXTO | RUT_ORIGEN_VALIDACION | RUT_PERSONALIZACION,0 de 9,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Código abierto normalizado usado en la curva de acumulación.
datos_procesados/fragmentos_explicabilidad_desde_codificacion.csv,Codigo_Axial,texto/categórico,no aplica,RUT,0 de 9,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Código de agrupación axial usado para relacionar códigos abiertos de significado cercano.
datos_procesados/fragmentos_explicabilidad_desde_codificacion.csv,Categoria,texto/categórico,no aplica,Rutinas y personalizacion,0 de 9,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Categoría temática o axial asignada al fragmento codificado.
datos_procesados/fragmentos_explicabilidad_desde_codificacion.csv,Hallazgo_Interpretado,texto/categórico,no aplica,texto libre o identificador; 9 valores distintos observados,0 de 9,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Síntesis analítica del significado o necesidad observada en el fragmento.
datos_procesados/fragmentos_explicabilidad_desde_codificacion.csv,Tipo_Requisito,texto/categórico,no aplica,RF | RNF,0 de 9,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,"Clasificación del resultado derivado del fragmento como RF, RNF, hallazgo u otro tipo documentado."
datos_procesados/fragmentos_explicabilidad_desde_codificacion.csv,Requisito_Derivado,texto/categórico,no aplica,texto libre o identificador; 9 valores distintos observados,0 de 9,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Enunciado de requisito o decisión de diseño derivada del fragmento cuando corresponde.
datos_procesados/fragmentos_explicabilidad_desde_codificacion.csv,Aplicable_Explicabilidad,texto/categórico,no aplica,Si,0 de 9,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Indica si el fragmento es pertinente para explicabilidad.
datos_procesados/fragmentos_explicabilidad_desde_codificacion.csv,Dimension_Explicabilidad,texto/categórico,no aplica,Accesibilidad/transparencia | Comprensibilidad/justificacion | Detalle/transparencia | Justificacion/contexto | Justificacion/logica | Justificacion/personalizacion | Personalizacion/transparencia | Procedencia/contexto | Procedencia/validacion,0 de 9,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Etiquetas observadas de explicabilidad; no constituyen un denominador cerrado.
datos_procesados/fragmentos_explicabilidad_desde_codificacion.csv,Confianza_Codificacion,texto/categórico,no aplica,Alta | Media,0 de 9,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Valoración cualitativa de la confianza del equipo en la asignación de la codificación.
datos_procesados/fragmentos_explicabilidad_desde_codificacion.csv,ID_Evidencia,texto/categórico,no aplica,WALK-NTEC-01 | WALK-NTEC-03 | WALK-TEC-01 | WALK-TEC-02 | WALK-TEC-03,0 de 9,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Identificador de la sesión o evidencia primaria a la que se vincula el registro.
datos_procesados/fragmentos_explicabilidad_desde_codificacion.csv,Codificador,texto/categórico,no aplica,Equipo_FabroGym,0 de 9,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Identificador del responsable o equipo que realizó la codificación registrada.
datos_procesados/fragmentos_explicabilidad_desde_codificacion.csv,Estado_Analisis,texto/categórico,no aplica,CODIFICADO_POST_OSF,0 de 9,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,Estado del registro dentro del proceso de análisis cualitativo.
datos_procesados/fragmentos_explicabilidad_desde_codificacion.csv,Observaciones,texto/categórico,no aplica,texto libre o identificador; 9 valores distintos observados,0 de 9,Generado por scripts/run_all.py desde datos_crudos/codificacion_walkthroughs.csv,"Notas complementarias sobre el registro, decisión o ajuste documentado."
datos_procesados/fragmentos_pertinentes_explicabilidad.csv,ID_Registro,texto/categórico,no aplica,WALK-NTEC-01-F008 | WALK-NTEC-03-F003 | WALK-TEC-01-F003 | WALK-TEC-01-F014 | WALK-TEC-02-F006 | WALK-TEC-02-F007 | WALK-TEC-02-F008 | WALK-TEC-02-F009 | WALK-TEC-03-F014,0 de 9,Generado por scripts/run_all.py desde datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Identificador único del fragmento codificado dentro del corpus de walkthroughs.
datos_procesados/fragmentos_pertinentes_explicabilidad.csv,Codigo_Sesion,texto/categórico,no aplica,WALK-NTEC-01 | WALK-NTEC-03 | WALK-TEC-01 | WALK-TEC-02 | WALK-TEC-03,0 de 9,Generado por scripts/run_all.py desde datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Identificador estable y seudonimizado de la sesión empírica.
datos_procesados/fragmentos_pertinentes_explicabilidad.csv,Perfil,texto/categórico,no aplica,No tecnico | Tecnico,0 de 9,Generado por scripts/run_all.py desde datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Agrupación descriptiva técnica o no técnica usada en walkthroughs.
datos_procesados/fragmentos_pertinentes_explicabilidad.csv,Rol_Contexto,texto/categórico,no aplica,Dueno del gimnasio | Ingenieria de software | Ingenieria de software y bases de datos | Instructor/entrenador,0 de 9,Generado por scripts/run_all.py desde datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Rol funcional o contexto profesional de la persona participante en la sesión WALK.
datos_procesados/fragmentos_pertinentes_explicabilidad.csv,Fuente,texto/categórico,no aplica,WALK-NTEC-01_Transcripcion_Anonimizada.txt | WALK-NTEC-03_Transcripcion_Anonimizada.txt | WALK-TEC-01_Transcripcion_Anonimizada.txt | WALK-TEC-02_Transcripcion_Anonimizada.txt | WALK-TEC-03_Transcripcion_Anonimizada.txt,0 de 9,Generado por scripts/run_all.py desde datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Archivo de transcripción anonimizada del que procede el fragmento codificado.
datos_procesados/fragmentos_pertinentes_explicabilidad.csv,Timestamp,fecha/fecha-hora,no aplica,10:23-11:28 | 12:33-13:05 | 13:43-15:01 | 15:07-15:52 | 15:58-16:23 | 16:21-17:13 | 16:30-16:56 | 21:33-21:48 | 34:20-35:10,0 de 9,Generado por scripts/run_all.py desde datos_crudos/fragmentos_pertinentes_explicabilidad.csv,"Marca temporal de la respuesta o posición temporal del fragmento, según el archivo."
datos_procesados/fragmentos_pertinentes_explicabilidad.csv,Fragmento,texto/categórico,no aplica,texto libre o identificador; 9 valores distintos observados,0 de 9,Generado por scripts/run_all.py desde datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Unidad textual codificada procedente de la transcripción pública anonimizada.
datos_procesados/fragmentos_pertinentes_explicabilidad.csv,Codigo,texto/categórico,no aplica,RUT_CONSULTA_CLIENTE | RUT_CONSULTA_HISTORIAL | RUT_GUIA_INICIAL | RUT_JUSTIFICACION_OBJETIVO | RUT_LOGICA_ASIGNACION | RUT_OBJETIVOS_SALUD | RUT_ORIGEN_PROFESIONAL | RUT_PERSONALIZADA | RUT_VALIDACION_ENTRENADOR,0 de 9,Generado por scripts/run_all.py desde datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Código abierto asignado inicialmente al significado observado en el fragmento.
datos_procesados/fragmentos_pertinentes_explicabilidad.csv,Codigo_Normalizado,texto/categórico,no aplica,RUT_CONSULTA_HISTORIAL | RUT_GUIA_EXPLICATIVA | RUT_OBJETIVO_CONTEXTO | RUT_ORIGEN_VALIDACION | RUT_PERSONALIZACION,0 de 9,Generado por scripts/run_all.py desde datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Código abierto normalizado usado en la curva de acumulación.
datos_procesados/fragmentos_pertinentes_explicabilidad.csv,Codigo_Axial,texto/categórico,no aplica,RUT,0 de 9,Generado por scripts/run_all.py desde datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Código de agrupación axial usado para relacionar códigos abiertos de significado cercano.
datos_procesados/fragmentos_pertinentes_explicabilidad.csv,Categoria,texto/categórico,no aplica,Rutinas y personalizacion,0 de 9,Generado por scripts/run_all.py desde datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Categoría temática o axial asignada al fragmento codificado.
datos_procesados/fragmentos_pertinentes_explicabilidad.csv,Hallazgo_Interpretado,texto/categórico,no aplica,texto libre o identificador; 9 valores distintos observados,0 de 9,Generado por scripts/run_all.py desde datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Síntesis analítica del significado o necesidad observada en el fragmento.
datos_procesados/fragmentos_pertinentes_explicabilidad.csv,Tipo_Requisito,texto/categórico,no aplica,RF | RNF,0 de 9,Generado por scripts/run_all.py desde datos_crudos/fragmentos_pertinentes_explicabilidad.csv,"Clasificación del resultado derivado del fragmento como RF, RNF, hallazgo u otro tipo documentado."
datos_procesados/fragmentos_pertinentes_explicabilidad.csv,Requisito_Derivado,texto/categórico,no aplica,texto libre o identificador; 9 valores distintos observados,0 de 9,Generado por scripts/run_all.py desde datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Enunciado de requisito o decisión de diseño derivada del fragmento cuando corresponde.
datos_procesados/fragmentos_pertinentes_explicabilidad.csv,Aplicable_Explicabilidad,texto/categórico,no aplica,Si,0 de 9,Generado por scripts/run_all.py desde datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Indica si el fragmento es pertinente para explicabilidad.
datos_procesados/fragmentos_pertinentes_explicabilidad.csv,Dimension_Explicabilidad,texto/categórico,no aplica,Accesibilidad/transparencia | Comprensibilidad/justificacion | Detalle/transparencia | Justificacion/contexto | Justificacion/logica | Justificacion/personalizacion | Personalizacion/transparencia | Procedencia/contexto | Procedencia/validacion,0 de 9,Generado por scripts/run_all.py desde datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Etiquetas observadas de explicabilidad; no constituyen un denominador cerrado.
datos_procesados/fragmentos_pertinentes_explicabilidad.csv,Confianza_Codificacion,texto/categórico,no aplica,Alta | Media,0 de 9,Generado por scripts/run_all.py desde datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Valoración cualitativa de la confianza del equipo en la asignación de la codificación.
datos_procesados/fragmentos_pertinentes_explicabilidad.csv,ID_Evidencia,texto/categórico,no aplica,WALK-NTEC-01 | WALK-NTEC-03 | WALK-TEC-01 | WALK-TEC-02 | WALK-TEC-03,0 de 9,Generado por scripts/run_all.py desde datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Identificador de la sesión o evidencia primaria a la que se vincula el registro.
datos_procesados/fragmentos_pertinentes_explicabilidad.csv,Codificador,texto/categórico,no aplica,Equipo_FabroGym,0 de 9,Generado por scripts/run_all.py desde datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Identificador del responsable o equipo que realizó la codificación registrada.
datos_procesados/fragmentos_pertinentes_explicabilidad.csv,Estado_Analisis,texto/categórico,no aplica,CODIFICADO_POST_OSF,0 de 9,Generado por scripts/run_all.py desde datos_crudos/fragmentos_pertinentes_explicabilidad.csv,Estado del registro dentro del proceso de análisis cualitativo.
datos_procesados/fragmentos_pertinentes_explicabilidad.csv,Observaciones,texto/categórico,no aplica,texto libre o identificador; 9 valores distintos observados,0 de 9,Generado por scripts/run_all.py desde datos_crudos/fragmentos_pertinentes_explicabilidad.csv,"Notas complementarias sobre el registro, decisión o ajuste documentado."
datos_procesados/member_checking.csv,Codigo_Participante,texto/categórico,no aplica,MC-P01 | MC-P02 | MC-P03,0 de 12,Generado por scripts/run_all.py desde datos_crudos/member_checking_estructurado.csv,Código seudónimo MC-P* del participante de member checking.
datos_procesados/member_checking.csv,Fecha,fecha/fecha-hora,no aplica,2026-08-29,0 de 12,Generado por scripts/run_all.py desde datos_crudos/member_checking_estructurado.csv,Fecha documentada de la sesión o revisión.
datos_procesados/member_checking.csv,ID,texto/categórico,no aplica,RNF-EXP-C01 | RNF-EXP-C02 | RNF-EXP-C03 | RNF-EXP-C04,0 de 12,Generado por scripts/run_all.py desde datos_crudos/member_checking_estructurado.csv,"Identificador del elemento, requisito o hallazgo presentado al participante para su revisión."
datos_procesados/member_checking.csv,Resultado,texto/categórico,no aplica,Ajustado | Confirmado,0 de 12,Generado por scripts/run_all.py desde datos_crudos/member_checking_estructurado.csv,"Decisión de member checking: Confirmado, Ajustado o No confirmado."
datos_procesados/member_checking.csv,Observaciones,texto/categórico,no aplica,texto libre o identificador; 12 valores distintos observados,0 de 12,Generado por scripts/run_all.py desde datos_crudos/member_checking_estructurado.csv,Comentario registrado durante el member checking sobre la decisión revisada.
datos_procesados/member_checking.csv,Ajuste_Propuesto,texto/categórico,no aplica,texto libre o identificador; 8 valores distintos observados,4 de 12,Generado por scripts/run_all.py desde datos_crudos/member_checking_estructurado.csv,Ajuste propuesto al requisito o hallazgo a partir de la respuesta del participante.
datos_procesados/RNF_explicabilidad_final.csv,ID_RNF_Final,texto/categórico,no aplica,RNF-16 | RNF-17 | RNF-18 | RNF-19,0 de 4,Generado por scripts/run_all.py desde datos_crudos/candidatos_RNF_explicabilidad_member_checked.csv,Identificador terminal normalizado RNF-16 a RNF-19.
datos_procesados/RNF_explicabilidad_final.csv,ID_Candidato,texto/categórico,no aplica,RNF-EXP-C01 | RNF-EXP-C02 | RNF-EXP-C03 | RNF-EXP-C04,0 de 4,Generado por scripts/run_all.py desde datos_crudos/candidatos_RNF_explicabilidad_member_checked.csv,Identificador del candidato a RNF del que procede el requisito terminal.
datos_procesados/RNF_explicabilidad_final.csv,Enunciado_RNF,texto/categórico,no aplica,texto libre o identificador; 4 valores distintos observados,0 de 4,Generado por scripts/run_all.py desde datos_crudos/candidatos_RNF_explicabilidad_member_checked.csv,Enunciado textual del candidato o RNF de explicabilidad evaluado.
datos_procesados/RNF_explicabilidad_final.csv,Que_se_explica,texto/categórico,no aplica,texto libre o identificador; 4 valores distintos observados,0 de 4,Generado por scripts/run_all.py desde datos_crudos/candidatos_RNF_explicabilidad_member_checked.csv,"Elemento, decisión o contenido del sistema que debe ser explicado al usuario."
datos_procesados/RNF_explicabilidad_final.csv,A_quien,texto/categórico,no aplica,"Cliente e instructor autorizado. | Instructor y, cuando corresponda, cliente.",0 de 4,Generado por scripts/run_all.py desde datos_crudos/candidatos_RNF_explicabilidad_member_checked.csv,Rol o grupo de usuarios destinatario de la explicación.
datos_procesados/RNF_explicabilidad_final.csv,Formato,texto/categórico,no aplica,"Etiqueta de estado y texto breve de procedencia en la cabecera de la rutina. | Historial cronológico de rutinas con fecha y observaciones disponibles. | Resumen visible en la vista de la rutina, en lenguaje claro y no técnico. | Texto breve 'Motivo de la recomendación' asociado a la sugerencia.",0 de 4,Generado por scripts/run_all.py desde datos_crudos/candidatos_RNF_explicabilidad_member_checked.csv,Forma de presentación prevista para comunicar la explicación en la interfaz.
datos_procesados/RNF_explicabilidad_final.csv,Momento,texto/categórico,no aplica,Al consultar la recomendación y antes de aceptarla o aplicarla. | Al consultar la rutina vigente o el historial de rutinas. | Antes de que la rutina sea utilizada por el cliente. | En el momento de mostrar la sugerencia y antes de confirmarla.,0 de 4,Generado por scripts/run_all.py desde datos_crudos/candidatos_RNF_explicabilidad_member_checked.csv,Momento del flujo de uso en el que debe mostrarse la explicación.
datos_procesados/RNF_explicabilidad_final.csv,Metrica,texto/categórico,no aplica,texto libre o identificador; 4 valores distintos observados,0 de 4,Generado por scripts/run_all.py desde datos_crudos/candidatos_RNF_explicabilidad_member_checked.csv,Métrica definida para operacionalizar el candidato o RNF.
datos_procesados/RNF_explicabilidad_final.csv,Umbral,texto/categórico,no aplica,texto libre o identificador; 4 valores distintos observados,0 de 4,Generado por scripts/run_all.py desde datos_crudos/candidatos_RNF_explicabilidad_member_checked.csv,Umbral de aceptación definido para la métrica.
datos_procesados/RNF_explicabilidad_final.csv,Metodo_Comprobacion,texto/categórico,no aplica,texto libre o identificador; 4 valores distintos observados,0 de 4,Generado por scripts/run_all.py desde datos_crudos/candidatos_RNF_explicabilidad_member_checked.csv,Procedimiento previsto para comprobar el RNF.
datos_procesados/RNF_explicabilidad_final.csv,Fuentes,texto/categórico,no aplica,WALK-NTEC-01-F008; WALK-TEC-03-F014; WALK-TEC-02-F006 | WALK-TEC-01-F003; WALK-TEC-01-F014 | WALK-TEC-02-F006; WALK-TEC-02-F007; WALK-NTEC-03-F003 | WALK-TEC-02-F008; WALK-TEC-02-F009,0 de 4,Generado por scripts/run_all.py desde datos_crudos/candidatos_RNF_explicabilidad_member_checked.csv,Identificadores de fragmentos WALK que sustentan empíricamente el candidato o RNF.
datos_procesados/RNF_explicabilidad_final.csv,Estado,texto/categórico,no aplica,Validado_con_ajustes_member_checking,0 de 4,Generado por scripts/run_all.py desde datos_crudos/candidatos_RNF_explicabilidad_member_checked.csv,Estado heredado del candidato RNF después de la revisión y consolidación mediante member checking.
datos_procesados/RNF_explicabilidad_final.csv,Riesgo_Interpretacion,texto/categórico,no aplica,Bajo | Medio,0 de 4,Generado por scripts/run_all.py desde datos_crudos/candidatos_RNF_explicabilidad_member_checked.csv,Nivel cualitativo de riesgo de interpretar incorrectamente la necesidad de explicabilidad.
datos_procesados/RNF_explicabilidad_final.csv,Nota,texto/categórico,no aplica,texto libre o identificador; 4 valores distintos observados,0 de 4,Generado por scripts/run_all.py desde datos_crudos/candidatos_RNF_explicabilidad_member_checked.csv,Nota analítica complementaria asociada al candidato o RNF.
datos_procesados/RNF_explicabilidad_final.csv,Resultado_Member_Checking,texto/categórico,no aplica,0 Confirmado; 3 Ajustado | 2 Confirmado; 1 Ajustado,0 de 4,Generado por scripts/run_all.py desde datos_crudos/candidatos_RNF_explicabilidad_member_checked.csv,Resumen de confirmaciones y ajustes obtenidos durante el member checking.
datos_procesados/RNF_explicabilidad_final.csv,Decision_Final,texto/categórico,no aplica,Incorporar_con_ajuste,0 de 4,Generado por scripts/run_all.py desde datos_crudos/candidatos_RNF_explicabilidad_member_checked.csv,"Decisión adoptada sobre la incorporación, ajuste o descarte del candidato tras el member checking."
datos_procesados/RNF_explicabilidad_final.csv,Fecha_Member_Checking,fecha/fecha-hora,no aplica,2026-08-29,0 de 4,Generado por scripts/run_all.py desde datos_crudos/candidatos_RNF_explicabilidad_member_checked.csv,Fecha en la que se realizó o documentó el member checking asociado.
datos_procesados/RNF_explicabilidad_final.csv,Nota_Member_Checking,texto/categórico,no aplica,texto libre o identificador; 4 valores distintos observados,0 de 4,Generado por scripts/run_all.py desde datos_crudos/candidatos_RNF_explicabilidad_member_checked.csv,Observación final derivada de la revisión de participantes durante el member checking.
datos_procesados/RNF_explicabilidad_final.csv,Estado_requisito,texto/categórico,no aplica,ESPECIFICADO,0 de 4,Generado por scripts/run_all.py desde datos_crudos/candidatos_RNF_explicabilidad_member_checked.csv,Estado del RNF dentro de la especificación terminal del proyecto.
datos_procesados/RNF_explicabilidad_final.csv,Estado_componente_recomendacion,texto/categórico,no aplica,PROPUESTO,0 de 4,Generado por scripts/run_all.py desde datos_crudos/candidatos_RNF_explicabilidad_member_checked.csv,Estado de realización del componente de recomendación relacionado con el RNF.
datos_procesados/RNF_explicabilidad_final.csv,Implementado_en_MVP,texto/categórico,no aplica,NO,0 de 4,Generado por scripts/run_all.py desde datos_crudos/candidatos_RNF_explicabilidad_member_checked.csv,Indica si el RNF o comportamiento asociado está implementado en el MVP actual.
datos_procesados/sesiones_multimedia_verificadas.csv,codigo_sesion,texto/categórico,no aplica,texto libre o identificador; 16 valores distintos observados,0 de 16,Generado por scripts/run_all.py desde datos_crudos/sesiones_multimedia_desde_ficha_v3_1.csv,Identificador estable y seudonimizado de la sesión empírica.
datos_procesados/sesiones_multimedia_verificadas.csv,tecnica,texto/categórico,no aplica,Entrevista | Walkthrough no tecnico | Walkthrough tecnico,0 de 16,Generado por scripts/run_all.py desde datos_crudos/sesiones_multimedia_desde_ficha_v3_1.csv,"Tipo de técnica de recolección asociada a la sesión: entrevista, walkthrough técnico o walkthrough no técnico."
datos_procesados/sesiones_multimedia_verificadas.csv,perfil,texto/categórico,no aplica,Ingenieria de software | Instructor | Propietario/administracion | Recepcionista,0 de 16,Generado por scripts/run_all.py desde datos_crudos/sesiones_multimedia_desde_ficha_v3_1.csv,Agrupación descriptiva técnica o no técnica usada en walkthroughs.
datos_procesados/sesiones_multimedia_verificadas.csv,fecha,fecha/fecha-hora,no aplica,2026-07-25 | 2026-07-27 | 2026-07-28 | 2026-07-29 | 2026-08-12 | 2026-08-13 | 2026-08-16 | 2026-08-22,0 de 16,Generado por scripts/run_all.py desde datos_crudos/sesiones_multimedia_desde_ficha_v3_1.csv,Fecha documentada de la sesión o revisión.
datos_procesados/sesiones_multimedia_verificadas.csv,audio_archivo,texto/categórico,no aplica,texto libre o identificador; 16 valores distintos observados,0 de 16,Generado por scripts/run_all.py desde datos_crudos/sesiones_multimedia_desde_ficha_v3_1.csv,Nombre del archivo de audio restringido asociado a la sesión.
datos_procesados/sesiones_multimedia_verificadas.csv,audio_duracion,duración HH:MM:SS,HH:MM:SS,texto libre o identificador; 16 valores distintos observados,0 de 16,Generado por scripts/run_all.py desde datos_crudos/sesiones_multimedia_desde_ficha_v3_1.csv,Duración declarada del archivo de audio en formato HH:MM:SS.
datos_procesados/sesiones_multimedia_verificadas.csv,audio_sha256,cadena hexadecimal,no aplica,64 caracteres hexadecimales declarados,0 de 16,Generado por scripts/run_all.py desde datos_crudos/sesiones_multimedia_desde_ficha_v3_1.csv,"SHA-256 declarado del audio restringido, no incluido en el paquete público."
datos_procesados/sesiones_multimedia_verificadas.csv,video_archivo,texto/categórico,no aplica,texto libre o identificador; 16 valores distintos observados,0 de 16,Generado por scripts/run_all.py desde datos_crudos/sesiones_multimedia_desde_ficha_v3_1.csv,Nombre del archivo de video restringido asociado a la sesión.
datos_procesados/sesiones_multimedia_verificadas.csv,video_duracion,duración HH:MM:SS,HH:MM:SS,texto libre o identificador; 16 valores distintos observados,0 de 16,Generado por scripts/run_all.py desde datos_crudos/sesiones_multimedia_desde_ficha_v3_1.csv,Duración declarada del archivo de video en formato HH:MM:SS.
datos_procesados/sesiones_multimedia_verificadas.csv,video_sha256,cadena hexadecimal,no aplica,64 caracteres hexadecimales declarados,0 de 16,Generado por scripts/run_all.py desde datos_crudos/sesiones_multimedia_desde_ficha_v3_1.csv,"SHA-256 declarado del video restringido, no incluido en el paquete público."
